timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;accelX;accelY;accelZ;hr3;rr5;spo2
09:46:17.884250;0;105710;40613;31276;104496;104345;104395;-0.499;-0.496;0.746;60.0;0.0;0.0
09:46:17.887249;1;236691;40627;31276;234305;234273;234331;-0.480;-0.505;0.756;60.0;0.0;0.0
09:46:17.891250;2;276808;40633;31286;250026;365399;365452;-0.463;-0.524;0.744;60.0;0.0;0.0
09:46:17.894245;3;234359;40622;31289;206033;490580;490640;-0.452;-0.503;0.741;60.0;0.0;0.0
09:46:17.897243;4;193999;40618;31300;172936;521087;521087;-0.460;-0.486;0.755;60.0;0.0;0.0
09:46:17.900241;5;178702;40619;31279;158210;521087;521087;-0.469;-0.485;0.760;60.0;0.0;0.0
09:46:17.901544;6;174813;40614;31276;154710;521087;521087;-0.463;-0.499;0.750;60.0;0.0;0.0
09:46:17.909097;7;174696;40612;31266;154640;521087;521087;-0.462;-0.498;0.749;60.0;0.0;0.0
09:46:17.909097;8;174573;40606;31256;154585;521087;521087;-0.470;-0.495;0.750;60.0;0.0;0.0
09:46:17.909097;9;174460;40593;31243;154549;521087;521087;-0.478;-0.496;0.747;60.0;0.0;0.0
09:46:17.909097;10;174345;40587;31239;154517;521087;521087;-0.479;-0.498;0.747;60.0;0.0;0.0
09:46:17.919528;11;174258;40586;31235;154494;521087;521087;-0.475;-0.498;0.747;60.0;0.0;0.0
09:46:17.919528;12;174136;73784;59115;154423;521087;521087;-0.470;-0.499;0.749;60.0;0.0;0.0
09:46:17.925396;13;174052;79204;59656;154379;521087;521087;-0.468;-0.500;0.748;60.0;0.0;0.0
09:46:17.929428;14;173974;79191;59649;154340;521087;521087;-0.466;-0.499;0.749;60.0;0.0;0.0
09:46:17.929428;15;173912;79177;59645;154304;521087;521087;-0.467;-0.500;0.748;60.0;0.0;0.0
09:46:17.929428;16;173831;79151;59654;154272;521087;521087;-0.469;-0.500;0.747;60.0;0.0;0.0
09:46:17.939151;17;173738;79127;59636;154256;521087;521087;-0.465;-0.499;0.749;60.0;0.0;0.0
09:46:18.049233;18;173643;79110;59627;154239;521087;521087;-0.467;-0.502;0.749;60.0;0.0;0.0
09:46:18.059584;19;173551;79110;59631;154212;521087;521087;-0.467;-0.501;0.748;60.0;0.0;0.0
09:46:18.069535;20;173479;79092;59630;154206;521087;521087;-0.468;-0.500;0.750;60.0;0.0;0.0
09:46:18.069535;21;173414;79098;59636;154204;521087;521087;-0.467;-0.499;0.749;60.0;0.0;0.0
09:46:18.079482;22;173353;79098;59643;154186;521087;521087;-0.469;-0.500;0.747;60.0;0.0;0.0
09:46:18.259939;23;173292;79093;59631;154190;521087;521087;-0.468;-0.501;0.749;60.0;0.0;0.0
09:46:18.268935;24;173204;147890;111711;154159;521087;521087;-0.466;-0.499;0.748;60.0;0.0;0.0
09:46:18.273930;25;173150;158017;119431;154153;521087;521087;-0.468;-0.501;0.749;60.0;0.0;0.0
09:46:18.279527;26;173086;157967;119430;154130;521087;521087;-0.467;-0.500;0.748;60.0;0.0;0.0
09:46:18.279527;27;173044;157936;119442;154119;521087;521087;-0.465;-0.499;0.749;60.0;0.0;0.0
09:46:18.449443;28;173011;157910;119428;154104;521087;521087;-0.464;-0.500;0.748;60.0;0.0;0.0
09:46:18.469428;29;172983;157885;119436;154098;521087;521087;-0.466;-0.501;0.748;60.0;0.0;0.0
09:46:18.484489;30;172945;157867;119433;154092;521087;521087;-0.467;-0.500;0.750;60.0;0.0;0.0
09:46:18.484489;31;172929;157864;119433;154085;521087;521087;-0.464;-0.501;0.750;60.0;0.0;0.0
09:46:18.489511;32;172918;157848;119439;154067;521087;521087;-0.464;-0.500;0.749;60.0;0.0;0.0
09:46:18.649267;33;172886;157832;119427;154041;521087;521087;-0.466;-0.501;0.748;60.0;0.0;0.0
09:46:18.664250;34;172857;157807;119427;154026;521087;521087;-0.465;-0.500;0.747;60.0;0.0;0.0
09:46:18.679277;35;172788;157758;119400;153990;521087;521087;-0.463;-0.500;0.750;60.0;0.0;0.0
09:46:18.689606;36;172728;161977;122691;153980;521087;521087;-0.462;-0.500;0.749;60.0;0.0;0.0
09:46:18.689606;37;172667;161979;122687;153961;521087;521087;-0.463;-0.502;0.749;60.0;0.0;0.0
09:46:18.849481;38;172596;161959;122683;153941;521087;521087;-0.461;-0.500;0.750;60.0;0.0;0.0
09:46:18.859266;39;172540;161947;122683;153917;521087;521087;-0.459;-0.500;0.748;60.0;0.0;0.0
09:46:18.869166;40;172505;161939;122672;153905;521087;521087;-0.461;-0.501;0.749;60.0;0.0;0.0
09:46:18.869166;41;172445;161929;122675;153879;521087;521087;-0.462;-0.502;0.752;60.0;0.0;0.0
09:46:18.879388;42;172393;161920;122653;153860;521087;521087;-0.460;-0.498;0.751;60.0;0.0;0.0
09:46:19.059303;43;172337;161897;122643;153847;521087;521087;-0.462;-0.501;0.748;60.0;0.0;0.0
09:46:19.064310;44;172281;161902;122644;153819;521087;521087;-0.463;-0.502;0.750;60.0;0.0;0.0
09:46:19.074618;45;172233;161906;122638;153797;521087;521087;-0.460;-0.500;0.750;60.0;0.0;0.0
09:46:19.079150;46;172214;161920;122642;153787;521087;521087;-0.458;-0.500;0.748;60.0;0.0;0.0
09:46:19.079150;47;172183;161909;122643;153767;521087;521087;-0.461;-0.500;0.750;60.0;0.0;0.0
09:46:19.259221;48;172146;161918;122634;153744;521087;521087;-0.463;-0.499;0.750;60.0;0.0;0.0
09:46:19.264229;49;172129;161918;122621;153739;521087;521087;-0.460;-0.500;0.751;60.0;0.0;0.0
09:46:19.274293;50;172093;161921;122632;153712;521087;521087;-0.458;-0.500;0.750;60.0;0.0;0.0
09:46:19.279334;51;172082;161923;122624;153717;521087;521087;-0.462;-0.501;0.750;60.0;0.0;0.0
09:46:19.284340;52;172058;161932;122611;153693;521087;521087;-0.461;-0.501;0.750;60.0;0.0;0.0
09:46:19.449437;53;172049;161920;122610;153683;521087;521087;-0.461;-0.500;0.750;60.0;0.0;0.0
09:46:19.459097;54;172026;161926;122609;153667;521087;521087;-0.461;-0.500;0.750;60.0;0.0;0.0
09:46:19.469229;55;172014;161930;122603;153660;521087;521087;-0.460;-0.500;0.750;60.0;0.0;0.0
09:46:19.479152;56;172014;161937;122591;153650;521087;521087;-0.461;-0.500;0.749;60.0;0.0;0.0
09:46:19.479152;57;172000;161947;122593;153632;521087;521087;-0.462;-0.500;0.750;60.0;0.0;0.0
09:46:19.659286;58;171997;161967;122595;153617;521087;521087;-0.459;-0.499;0.751;60.0;0.0;0.0
09:46:19.664293;59;171992;161953;122578;153599;521087;521087;-0.459;-0.501;0.750;60.0;0.0;0.0
09:46:19.669357;60;171952;161889;122543;153567;521087;521087;-0.459;-0.501;0.750;60.0;0.0;0.0
09:46:19.679460;61;171890;161837;122502;153541;521087;521087;-0.459;-0.499;0.750;60.0;0.0;0.0
09:46:19.689498;62;171835;161825;122503;153523;521087;521087;-0.461;-0.502;0.749;60.0;0.0;0.0
09:46:19.859263;63;171767;161835;122511;153496;521087;521087;-0.460;-0.501;0.749;60.0;0.0;0.0
09:46:19.864274;64;171722;161820;122492;153481;521087;521087;-0.458;-0.499;0.752;60.0;0.0;0.0
09:46:19.869332;65;171677;161811;122486;153460;521087;521087;-0.458;-0.501;0.749;60.0;0.0;0.0
09:46:19.879324;66;171634;161809;122483;153441;521087;521087;-0.459;-0.500;0.750;60.0;0.0;0.0
09:46:19.879324;67;171604;161812;122477;153428;521087;521087;-0.460;-0.502;0.752;60.0;0.0;0.0
09:46:20.059284;68;171563;161803;122464;153401;521087;521087;-0.456;-0.499;0.751;60.0;0.0;0.0
09:46:20.064291;69;171502;161786;122442;153351;521087;521087;-0.458;-0.500;0.749;60.0;0.0;0.0
09:46:20.079515;70;171454;161795;122442;153336;521087;521087;-0.461;-0.502;0.750;60.0;0.0;0.0
09:46:20.079515;71;171421;161793;122431;153328;521087;521087;-0.461;-0.501;0.750;60.0;0.0;0.0
09:46:20.089221;72;171400;161819;122441;153335;521087;521087;-0.459;-0.501;0.750;60.0;0.0;0.0
09:46:20.259312;73;171361;161831;122420;153327;521087;521087;-0.460;-0.501;0.749;60.0;0.0;0.0
09:46:20.269368;74;171317;161839;122405;153299;521087;521087;-0.460;-0.500;0.750;60.0;0.0;0.0
09:46:20.274378;75;171273;161846;122391;153272;521087;521087;-0.458;-0.500;0.750;60.0;0.0;0.0
09:46:20.284417;76;171227;161834;122376;153236;521087;521087;-0.459;-0.500;0.751;60.0;0.0;0.0
09:46:20.289442;77;171185;161836;122357;153190;521087;521087;-0.459;-0.500;0.750;60.0;0.0;0.0
09:46:20.459068;78;171149;161811;122326;153151;521087;521087;-0.458;-0.500;0.750;60.0;0.0;0.0
09:46:20.464076;79;171125;161808;122323;153129;521087;521087;-0.460;-0.500;0.750;60.0;0.0;0.0
09:46:20.469118;80;171106;161807;122311;153111;521087;521087;-0.458;-0.501;0.749;60.0;0.0;0.0
09:46:20.479259;81;171085;161803;122305;153083;521087;521087;-0.462;-0.501;0.750;60.0;0.0;0.0
09:46:20.489417;82;171069;161797;122298;153076;521087;521087;-0.458;-0.501;0.749;60.0;0.0;0.0
09:46:20.659317;83;171053;161793;122278;153064;521087;521087;-0.457;-0.500;0.751;60.0;0.0;0.0
09:46:20.669368;84;171042;161772;122276;153065;521087;521087;-0.463;-0.502;0.751;60.0;0.0;0.0
09:46:20.679470;85;170988;161711;122236;153032;521087;521087;-0.459;-0.501;0.750;60.0;0.0;0.0
09:46:20.679470;86;170933;161677;122205;153018;521087;521087;-0.458;-0.500;0.750;60.0;0.0;0.0
09:46:20.689290;87;170858;161649;122204;152988;521087;521087;-0.459;-0.502;0.750;60.0;0.0;0.0
09:46:20.859512;88;170800;161654;122189;152975;521087;521087;-0.459;-0.501;0.750;60.0;0.0;0.0
09:46:20.869177;89;170749;161651;122186;152952;521087;521087;-0.459;-0.500;0.750;59.0;0.0;0.0
09:46:20.879233;90;170734;161636;122175;152947;521087;521087;-0.458;-0.501;0.749;59.0;0.0;0.0
09:46:20.884238;91;170690;161629;122169;152935;521087;521087;-0.461;-0.500;0.750;59.0;0.0;0.0
09:46:20.889287;92;170642;161637;122162;152908;521087;521087;-0.460;-0.500;0.750;59.0;0.0;0.0
09:46:21.059309;93;170599;161612;122151;152879;521087;521087;-0.458;-0.500;0.749;59.0;0.0;0.0
09:46:21.069252;94;170560;161600;122150;152861;521087;521087;-0.459;-0.502;0.748;59.0;0.0;0.0
09:46:21.079493;95;170499;161611;122127;152837;521087;521087;-0.461;-0.502;0.750;59.0;0.0;0.0
09:46:21.079493;96;170478;161612;122119;152826;521087;521087;-0.460;-0.500;0.748;59.0;0.0;0.0
09:46:21.094314;97;170455;161603;122110;152816;521087;521087;-0.459;-0.502;0.749;59.0;997.4;0.0
09:46:21.259314;98;170433;161603;122104;152801;521087;521087;-0.461;-0.501;0.749;59.0;0.0;0.0
09:46:21.269148;99;170421;161610;122103;152789;521087;521087;-0.457;-0.501;0.749;59.0;0.0;0.0
09:46:21.274156;100;170415;161602;122097;152776;521087;521087;-0.460;-0.501;0.748;59.0;0.0;0.0
09:46:21.279197;101;170391;161595;122093;152758;521087;521087;-0.459;-0.501;0.750;59.0;0.0;0.0
09:46:21.289427;102;170392;161593;122083;152760;521087;521087;-0.458;-0.501;0.750;59.0;0.0;0.0
09:46:21.459295;103;170382;161588;122080;152748;521087;521087;-0.462;-0.502;0.749;59.0;0.0;0.0
09:46:21.469155;104;170373;161590;122075;152752;521087;521087;-0.463;-0.502;0.748;59.0;0.0;0.0
09:46:21.479202;105;170373;161594;122071;152745;521087;521087;-0.459;-0.501;0.748;59.0;0.0;0.0
09:46:21.484214;106;170360;161600;122075;152721;521087;521087;-0.457;-0.502;0.751;59.0;0.0;0.0
09:46:21.489255;107;170374;161592;122072;152746;521087;521087;-0.461;-0.503;0.749;59.0;0.0;0.0
09:46:21.659193;108;170349;161544;122052;152739;521087;521087;-0.461;-0.502;0.748;59.0;0.0;0.0
09:46:21.674228;109;170311;161500;122041;152733;521087;521087;-0.459;-0.502;0.748;59.0;0.0;0.0
09:46:21.679289;110;170257;161478;122042;152734;521087;521087;-0.461;-0.504;0.747;59.0;0.0;0.0
09:46:21.689330;111;170222;161479;122043;152741;521087;521087;-0.462;-0.503;0.748;59.0;0.0;0.0
09:46:21.694336;112;170186;161487;122045;152737;521087;521087;-0.460;-0.501;0.749;59.0;0.0;0.0
09:46:21.859334;113;170183;161479;122049;152764;521087;521087;-0.458;-0.502;0.748;59.0;0.0;0.0
09:46:21.869449;114;170168;161471;122054;152766;521087;521087;-0.461;-0.503;0.750;59.0;0.0;0.0
09:46:21.874459;115;170151;161461;122055;152776;521087;521087;-0.459;-0.503;0.747;59.0;0.0;0.0
09:46:21.878987;116;170126;161454;122051;152777;521087;521087;-0.459;-0.502;0.746;59.0;0.0;0.0
09:46:21.889394;117;170110;161453;122065;152784;521087;521087;-0.460;-0.504;0.746;59.0;0.0;0.0
09:46:22.059243;118;170112;161462;122076;152816;521087;521087;-0.461;-0.503;0.747;59.0;0.0;0.0
09:46:22.069472;119;170094;161471;122081;152820;521087;521087;-0.463;-0.504;0.746;59.0;0.0;0.0
09:46:22.069472;120;170098;161489;122090;152841;521087;521087;-0.459;-0.504;0.746;59.0;0.0;0.0
09:46:22.079171;121;170099;161488;122109;152848;521087;521087;-0.459;-0.504;0.746;59.0;982.0;0.0
09:46:22.089472;122;170129;161505;122131;152879;521087;521087;-0.459;-0.504;0.748;59.0;0.0;0.0
09:46:22.259313;123;170147;161504;122145;152905;521087;521087;-0.462;-0.504;0.747;59.0;0.0;0.0
09:46:22.269149;124;170163;161514;122146;152931;521087;521087;-0.461;-0.504;0.744;59.0;0.0;0.0
09:46:22.279212;125;170179;161518;122158;152945;521087;521087;-0.461;-0.504;0.746;59.0;0.0;0.0
09:46:22.284219;126;170210;161527;122174;152972;521087;521087;-0.461;-0.506;0.746;59.0;0.0;0.0
09:46:22.294264;127;170234;161547;122184;152990;521087;521087;-0.464;-0.505;0.746;59.0;0.0;0.0
09:46:22.459528;128;170226;161528;122176;152992;521087;521087;-0.460;-0.503;0.746;59.0;0.0;0.0
09:46:22.469244;129;170226;161489;122168;152996;521087;521087;-0.459;-0.505;0.744;59.0;0.0;0.0
09:46:22.474252;130;170216;161482;122183;153019;521087;521087;-0.461;-0.506;0.745;59.0;0.0;0.0
09:46:22.479287;131;170202;161487;122195;153041;521087;521087;-0.461;-0.504;0.746;59.0;0.0;0.0
09:46:22.491477;132;170210;161525;122206;153059;521087;521087;-0.461;-0.504;0.744;59.0;0.0;0.0
09:46:22.659019;133;170222;161515;122211;153075;521087;521087;-0.461;-0.505;0.745;59.0;0.0;0.0
09:46:22.669442;134;170230;161518;122224;153087;521087;521087;-0.463;-0.505;0.748;59.0;0.0;0.0
09:46:22.679237;135;170239;161534;122244;153095;521087;521087;-0.460;-0.503;0.748;59.0;0.0;0.0
09:46:22.689074;136;170260;161534;122239;153105;521087;521087;-0.461;-0.502;0.743;59.0;0.0;0.0
09:46:22.689074;137;170249;161556;122235;153094;521087;521087;-0.461;-0.506;0.743;59.0;0.0;0.0
09:46:22.859518;138;170251;161602;122248;153098;521087;521087;-0.461;-0.504;0.747;59.0;0.0;0.0
09:46:22.869126;139;170272;161614;122266;153102;521087;521087;-0.461;-0.504;0.747;59.0;0.0;0.0
09:46:22.879125;140;170303;161622;122267;153101;521087;521087;-0.459;-0.504;0.746;59.0;0.0;0.0
09:46:22.884132;141;170309;161639;122268;153073;521087;521087;-0.460;-0.506;0.747;59.0;0.0;0.0
09:46:22.894198;142;170353;161658;122270;153079;521087;521087;-0.461;-0.504;0.747;59.0;0.0;0.0
09:46:23.059031;143;170371;161672;122278;153049;521087;521087;-0.461;-0.503;0.746;59.0;0.0;0.0
09:46:23.069186;144;170405;161699;122289;153032;521087;521087;-0.460;-0.504;0.749;59.0;0.0;0.0
09:46:23.069186;145;170455;161704;122296;153014;521087;521087;-0.458;-0.505;0.749;59.0;0.0;0.0
09:46:23.079131;146;170492;161707;122285;153004;521087;521087;-0.459;-0.504;0.748;59.0;0.0;0.0
09:46:23.089115;147;170523;161690;122268;152987;521087;521087;-0.460;-0.504;0.748;59.0;1017.2;0.0
09:46:23.259564;148;170533;161653;122262;152982;521087;521087;-0.458;-0.503;0.748;59.0;0.0;0.0
09:46:23.274074;149;170511;161640;122259;152944;521087;521087;-0.458;-0.506;0.746;59.0;0.0;0.0
09:46:23.279122;150;170498;161665;122262;152933;521087;521087;-0.459;-0.506;0.748;59.0;0.0;0.0
09:46:23.289224;151;170506;161678;122265;152924;521087;521087;-0.456;-0.501;0.750;59.0;0.0;0.0
09:46:23.289224;152;170510;161666;122261;152913;521087;521087;-0.455;-0.503;0.749;59.0;0.0;0.0
09:46:23.459132;153;170518;161667;122254;152900;521087;521087;-0.455;-0.503;0.748;59.0;0.0;0.0
09:46:23.474282;154;170533;161659;122256;152899;521087;521087;-0.456;-0.505;0.749;59.0;0.0;0.0
09:46:23.479336;155;170542;161665;122248;152888;521087;521087;-0.454;-0.502;0.750;59.0;0.0;0.0
09:46:23.489381;156;170535;161660;122249;152871;521087;521087;-0.457;-0.503;0.747;59.0;0.0;0.0
09:46:23.494387;157;170543;161680;122243;152872;521087;521087;-0.457;-0.504;0.749;59.0;0.0;0.0
09:46:23.659113;158;170558;161686;122250;152863;521087;521087;-0.456;-0.502;0.749;59.0;0.0;0.0
09:46:23.669373;159;170585;161699;122256;152858;521087;521087;-0.457;-0.504;0.749;59.0;0.0;0.0
09:46:23.679445;160;170592;161708;122251;152834;521087;521087;-0.455;-0.504;0.748;59.0;0.0;0.0
09:46:23.684453;161;170619;161716;122245;152828;521087;521087;-0.455;-0.502;0.750;59.0;0.0;0.0
09:46:23.694000;162;170639;161732;122250;152817;521087;521087;-0.455;-0.504;0.750;59.0;0.0;0.0
09:46:23.859246;163;170661;161733;122240;152809;521087;521087;-0.454;-0.502;0.750;59.0;0.0;0.0
09:46:23.874300;164;170699;161741;122250;152808;521087;521087;-0.456;-0.502;0.749;59.0;0.0;0.0
09:46:23.879359;165;170719;161755;122245;152785;521087;521087;-0.453;-0.505;0.750;59.0;0.0;0.0
09:46:23.889141;166;170755;161761;122242;152786;521087;521087;-0.454;-0.503;0.750;59.0;0.0;0.0
09:46:23.889141;167;170777;161761;122227;152778;521087;521087;-0.456;-0.503;0.751;59.0;0.0;0.0
09:46:24.058998;168;170779;161707;122212;152758;521087;521087;-0.455;-0.503;0.750;59.0;905.2;0.0
09:46:24.069388;169;170756;161665;122181;152736;521087;521087;-0.453;-0.502;0.751;59.0;0.0;0.0
09:46:24.079126;170;170716;161646;122171;152707;521087;521087;-0.453;-0.502;0.748;59.0;0.0;0.0
09:46:24.079126;171;170677;161649;122179;152684;521087;521087;-0.452;-0.504;0.750;59.0;0.0;0.0
09:46:24.089120;172;170665;161659;122175;152680;521087;521087;-0.451;-0.501;0.751;59.0;0.0;0.0
09:46:24.259252;173;170651;161655;122174;152663;521087;521087;-0.452;-0.503;0.750;59.0;0.0;0.0
09:46:24.269478;174;170632;161650;122160;152655;521087;521087;-0.452;-0.502;0.750;59.0;0.0;0.0
09:46:24.279033;175;170620;161656;122163;152638;521087;521087;-0.454;-0.504;0.751;59.0;0.0;0.0
09:46:24.284039;176;170610;161640;122151;152617;521087;521087;-0.452;-0.502;0.750;59.0;0.0;0.0
09:46:24.289069;177;170583;161636;122137;152586;521087;521087;-0.454;-0.503;0.749;59.0;0.0;0.0
09:46:24.459222;178;170571;161639;122140;152574;521087;521087;-0.454;-0.502;0.750;59.0;0.0;0.0
09:46:24.469287;179;170563;161648;122139;152569;521087;521087;-0.453;-0.502;0.751;59.0;0.0;0.0
09:46:24.489508;180;170563;161661;122142;152552;521087;521087;-0.451;-0.503;0.750;59.0;0.0;0.0
09:46:24.490657;181;170566;161666;122138;152541;521087;521087;-0.453;-0.502;0.748;59.0;0.0;0.0
09:46:24.490657;182;170557;161672;122127;152522;521087;521087;-0.452;-0.503;0.749;59.0;0.0;0.0
09:46:24.659178;183;170578;161679;122129;152526;521087;521087;-0.454;-0.502;0.751;59.0;0.0;0.0
09:46:24.674224;184;170583;161674;122127;152519;521087;521087;-0.456;-0.503;0.751;59.0;0.0;0.0
09:46:24.679587;185;170593;161679;122119;152509;521087;521087;-0.454;-0.502;0.751;59.0;0.0;0.0
09:46:24.689143;186;170605;161688;122114;152497;521087;521087;-0.452;-0.503;0.750;59.0;0.0;0.0
09:46:24.689143;187;170612;161697;122123;152489;521087;521087;-0.454;-0.502;0.749;59.0;0.0;0.0
09:46:24.859058;188;170630;161707;122115;152491;521087;521087;-0.452;-0.502;0.750;59.0;0.0;0.0
09:46:24.874122;189;170649;161714;122107;152488;521087;521087;-0.453;-0.502;0.751;60.0;0.0;0.0
09:46:24.884183;190;170671;161725;122108;152487;521087;521087;-0.451;-0.502;0.751;60.0;0.0;0.0
09:46:24.889241;191;170688;161714;122097;152472;521087;521087;-0.455;-0.503;0.748;60.0;0.0;0.0
09:46:24.894247;192;170715;161724;122096;152478;521087;521087;-0.454;-0.503;0.747;60.0;0.0;0.0
09:46:25.059005;193;170734;161733;122088;152478;521087;521087;-0.451;-0.502;0.748;60.0;0.0;0.0
09:46:25.074117;194;170744;161736;122082;152457;521087;521087;-0.453;-0.505;0.750;60.0;0.0;0.0
09:46:25.084222;195;170762;161712;122063;152457;521087;521087;-0.454;-0.503;0.751;60.0;799.7;0.0
09:46:25.084222;196;170749;161647;122037;152437;521087;521087;-0.451;-0.503;0.752;60.0;0.0;0.0
09:46:25.089253;197;170702;161614;122007;152415;521087;521087;-0.454;-0.504;0.750;60.0;0.0;0.0
09:46:25.258972;198;170672;161611;122010;152409;521087;521087;-0.454;-0.505;0.750;60.0;0.0;0.0
09:46:25.269321;199;170666;161608;122009;152419;521087;521087;-0.450;-0.503;0.751;60.0;0.0;0.0
09:46:25.284419;200;170615;161601;121994;152385;521087;521087;-0.452;-0.502;0.750;60.0;0.0;0.0
09:46:25.288950;201;170608;161591;121982;152393;521087;521087;-0.453;-0.504;0.749;60.0;0.0;0.0
09:46:25.299191;202;170584;161593;121981;152376;521087;521087;-0.451;-0.503;0.752;60.0;0.0;0.0
09:46:25.459448;203;170560;161586;121972;152362;521087;521087;-0.451;-0.503;0.752;60.0;0.0;0.0
09:46:25.474288;204;170539;161582;121967;152345;521087;521087;-0.452;-0.502;0.749;60.0;0.0;0.0
09:46:25.479330;205;170519;161579;121954;152341;521087;521087;-0.456;-0.504;0.748;77.0;776.8;0.0
09:46:25.489395;206;170509;161578;121952;152339;521087;521087;-0.454;-0.502;0.750;77.0;0.0;0.0
09:46:25.499359;207;170483;161603;121955;152320;521087;521087;-0.454;-0.502;0.752;77.0;0.0;0.0
09:46:25.669298;208;170483;161607;121953;152316;521087;521087;-0.455;-0.503;0.749;77.0;0.0;0.0
09:46:25.674307;209;170478;161603;121959;152312;521087;521087;-0.452;-0.502;0.750;77.0;0.0;0.0
09:46:25.684406;210;170474;161607;121947;152297;521087;521087;-0.449;-0.503;0.750;77.0;0.0;0.0
09:46:25.689435;211;170454;161617;121936;152267;521087;521087;-0.451;-0.502;0.751;77.0;0.0;0.0
09:46:25.689435;212;170466;161622;121937;152269;521087;521087;-0.453;-0.502;0.751;77.0;0.0;0.0
09:46:25.869226;213;170469;161612;121926;152270;521087;521087;-0.454;-0.502;0.751;77.0;0.0;0.0
09:46:25.874233;214;170472;161620;121922;152256;521087;521087;-0.451;-0.502;0.749;77.0;0.0;0.0
09:46:25.884299;215;170469;161631;121912;152250;521087;521087;-0.451;-0.502;0.752;77.0;0.0;0.0
09:46:25.889347;216;170472;161619;121896;152247;521087;521087;-0.453;-0.504;0.751;77.0;0.0;0.0
09:46:25.894353;217;170497;161621;121898;152255;521087;521087;-0.453;-0.504;0.749;77.0;0.0;0.0
09:46:26.069518;218;170495;161628;121891;152239;521087;521087;-0.454;-0.503;0.750;77.0;0.0;0.0
09:46:26.079097;219;170502;161626;121887;152231;521087;521087;-0.449;-0.503;0.752;77.0;0.0;0.0
09:46:26.084104;220;170517;161601;121874;152234;521087;521087;-0.453;-0.503;0.751;77.0;0.0;0.0
09:46:26.094154;221;170506;161586;121845;152219;521087;521087;-0.455;-0.504;0.750;77.0;0.0;0.0
09:46:26.099186;222;170476;161535;121835;152204;521087;521087;-0.452;-0.502;0.751;77.0;0.0;0.0
09:46:26.269137;223;170423;161498;121808;152194;521087;521087;-0.453;-0.503;0.748;77.0;0.0;0.0
09:46:26.269137;224;170373;161491;121794;152171;521087;521087;-0.453;-0.504;0.749;77.0;0.0;0.0
09:46:26.279134;225;170341;161497;121787;152168;521087;521087;-0.450;-0.501;0.753;77.0;0.0;0.0
09:46:26.289230;226;170317;161479;121772;152160;521087;521087;-0.452;-0.504;0.750;77.0;0.0;0.0
09:46:26.289230;227;170280;161447;121751;152152;521087;521087;-0.454;-0.503;0.749;77.0;0.0;0.0
09:46:26.469228;228;170246;161447;121741;152143;521087;521087;-0.452;-0.504;0.751;77.0;0.0;0.0
09:46:26.484681;229;170201;161433;121731;152115;521087;521087;-0.455;-0.502;0.750;77.0;0.0;0.0
09:46:26.491485;230;170167;161411;121712;152102;521087;521087;-0.455;-0.502;0.746;77.0;0.0;0.0
09:46:26.491485;231;170134;161405;121703;152093;521087;521087;-0.456;-0.505;0.748;77.0;0.0;0.0
09:46:26.499005;232;170099;161396;121702;152086;521087;521087;-0.454;-0.502;0.750;77.0;0.0;0.0
09:46:26.669243;233;170089;161412;121699;152081;521087;521087;-0.456;-0.503;0.750;77.0;0.0;0.0
09:46:26.674250;234;170073;161405;121709;152071;521087;521087;-0.455;-0.503;0.751;77.0;0.0;0.0
09:46:26.684347;235;170055;161399;121686;152072;521087;521087;-0.454;-0.503;0.749;76.0;0.0;0.0
09:46:26.689398;236;170051;161418;121697;152080;521087;521087;-0.453;-0.503;0.750;76.0;0.0;0.0
09:46:26.699294;237;170009;161429;121689;152069;521087;521087;-0.453;-0.503;0.749;76.0;0.0;0.0
09:46:26.869464;238;169998;161426;121679;152086;521087;521087;-0.454;-0.503;0.750;76.0;0.0;0.0
09:46:26.879400;239;169972;161397;121665;152073;521087;521087;-0.456;-0.504;0.748;76.0;0.0;0.0
09:46:26.879400;240;169940;161404;121654;152056;521087;521087;-0.457;-0.504;0.749;76.0;0.0;0.0
09:46:26.889339;241;169926;161395;121655;152045;521087;521087;-0.456;-0.503;0.750;76.0;0.0;0.0
09:46:26.899174;242;169915;161387;121646;152037;521087;521087;-0.452;-0.502;0.750;76.0;0.0;0.0
09:46:27.069149;243;169924;161376;121641;152035;521087;521087;-0.456;-0.505;0.750;76.0;0.0;0.0
09:46:27.079097;244;169908;161343;121627;152029;521087;521087;-0.457;-0.505;0.748;76.0;0.0;0.0
09:46:27.089415;245;169873;161287;121618;152018;521087;521087;-0.454;-0.504;0.749;76.0;0.0;0.0
09:46:27.099236;246;169837;161275;121599;152019;521087;521087;-0.454;-0.504;0.747;76.0;0.0;0.0
09:46:27.099236;247;169804;161247;121615;152040;521087;521087;-0.456;-0.505;0.747;76.0;0.0;0.0
09:46:27.269167;248;169783;161251;121614;152068;521087;521087;-0.456;-0.502;0.748;76.0;0.0;0.0
09:46:27.269167;249;169769;161246;121620;152083;521087;521087;-0.454;-0.504;0.749;76.0;0.0;0.0
09:46:27.279094;250;169779;161243;121625;152111;521087;521087;-0.455;-0.503;0.748;76.0;0.0;0.0
09:46:27.289221;251;169765;161230;121620;152124;521087;521087;-0.458;-0.505;0.749;76.0;0.0;0.0
09:46:27.289221;252;169730;161231;121626;152129;521087;521087;-0.455;-0.502;0.749;76.0;0.0;0.0
