timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;hr3;rr5;spo2
11:28:01.006502;164;130899;120575;128351;176009;524159;524159;60.0;0.0;0.0
11:28:01.013496;165;131243;120618;128380;176407;524159;524159;60.0;0.0;0.0
11:28:01.019493;166;131592;120659;128397;176817;524159;524159;60.0;0.0;0.0
11:28:01.024963;167;131919;120699;128416;177222;524159;524159;60.0;0.0;0.0
11:28:01.198166;168;132226;120719;128425;177621;524159;524159;60.0;0.0;0.0
11:28:01.208158;169;132547;120745;128439;178030;524159;524159;61.0;0.0;0.0
11:28:01.217153;170;132873;120787;128459;178436;524159;524159;61.0;0.0;0.0
11:28:01.226149;171;133204;120838;128488;178867;524159;524159;61.0;0.0;0.0
11:28:01.230145;172;133575;120885;128514;179347;524159;524159;61.0;0.0;0.0
11:28:01.396674;173;133953;120944;128557;179843;524159;524159;61.0;0.0;0.0
11:28:01.404184;174;134353;121001;128586;180359;524159;524159;61.0;0.0;0.0
11:28:01.410181;175;134759;121056;128622;180890;524159;524159;61.0;0.0;0.0
11:28:01.418307;176;134933;121019;128588;181206;524159;524159;61.0;0.0;0.0
11:28:01.424630;177;134370;120798;128423;180756;524159;524159;61.0;0.0;0.0
11:28:01.603351;178;133448;120620;128302;179879;524159;524159;61.0;0.0;0.0
11:28:01.617343;179;132806;120564;128269;179252;524159;524159;62.0;0.0;0.0
11:28:01.622339;180;132537;120585;128284;178996;524159;524159;62.0;0.0;0.0
11:28:01.626337;181;132564;120631;128309;179036;524159;524159;62.0;0.0;0.0
11:28:01.628335;182;132767;120687;128341;179265;524159;524159;62.0;0.0;0.0
11:28:01.796677;183;132875;120681;128332;179426;524159;524159;62.0;0.0;0.0
11:28:01.803671;184;132802;120651;128307;179409;524159;524159;63.0;0.0;0.0
11:28:01.810682;185;132695;120632;128298;179329;524159;524159;63.0;979.9;0.0
11:28:01.817678;186;132729;120649;128303;179391;524159;524159;63.0;0.0;0.0
11:28:01.824678;187;132893;120684;128320;179569;524159;524159;63.0;0.0;0.0
11:28:01.996680;188;133167;120740;128351;179890;524159;524159;63.0;0.0;0.0
11:28:02.003735;189;133482;120784;128381;180244;524159;524159;64.0;0.0;0.0
11:28:02.010680;190;133802;120842;128410;180611;524159;524159;64.0;0.0;0.0
11:28:02.018670;191;134117;120870;128428;180974;524159;524159;64.0;0.0;0.0
11:28:02.025666;192;134382;120899;128445;181314;524159;524159;64.0;0.0;0.0
11:28:02.197684;193;134645;120929;128461;181648;524159;524159;64.0;0.0;0.0
11:28:02.216673;194;134913;120969;128488;181989;524159;524159;64.0;0.0;0.0
11:28:02.222666;195;135208;121015;128505;182352;524159;524159;64.0;0.0;0.0
11:28:02.226663;196;135548;121072;128549;182776;524159;524159;64.0;0.0;0.0
11:28:02.229661;197;135877;121116;128578;183195;524159;524159;64.0;0.0;0.0
11:28:02.399052;198;135823;121020;128492;183246;524159;524159;64.0;0.0;0.0
11:28:02.406049;199;135076;120802;128339;182550;524159;524159;64.0;0.0;0.0
11:28:02.413043;200;134259;120682;128272;181735;524159;524159;64.0;0.0;0.0
11:28:02.419039;201;133782;120665;128256;181224;524159;524159;64.0;0.0;0.0
11:28:02.425666;202;133667;120704;128279;181077;524159;524159;64.0;0.0;0.0
11:28:02.597303;203;133827;120763;128326;181210;524159;524159;64.0;0.0;0.0
11:28:02.603803;204;134022;120810;128355;181420;524159;524159;64.0;0.0;0.0
11:28:02.610854;205;134051;120785;128322;181473;524159;524159;64.0;0.0;0.0
11:28:02.618053;206;133935;120761;128316;181376;524159;524159;64.0;0.0;0.0
11:28:02.625054;207;133866;120759;128298;181318;524159;524159;64.0;0.0;0.0
11:28:02.797677;208;133958;120795;128317;181410;524159;524159;64.0;0.0;0.0
11:28:02.804254;209;134172;120828;128348;181601;524159;524159;65.0;0.0;0.0
11:28:02.811022;210;134452;120886;128372;181879;524159;524159;65.0;0.0;0.0
11:28:02.818778;211;134748;120933;128404;182196;524159;524159;58.0;1017.5;0.0
11:28:02.825778;212;135050;120969;128437;182529;524159;524159;58.0;0.0;0.0
11:28:02.997262;213;135319;121009;128457;182837;524159;524159;58.0;0.0;0.0
11:28:03.005162;214;135569;121035;128466;183126;524159;524159;58.0;0.0;0.0
11:28:03.011305;215;135837;121069;128482;183440;524159;524159;58.0;0.0;0.0
11:28:03.018853;216;136110;121121;128520;183772;524159;524159;58.0;0.0;0.0
11:28:03.025353;217;136415;121170;128548;184134;524159;524159;58.0;0.0;0.0
11:28:03.197860;218;136760;121218;128579;184520;524159;524159;58.0;0.0;0.0
11:28:03.205002;219;136829;121147;128518;184638;524159;524159;58.0;0.0;0.0
11:28:03.211855;220;136056;120904;128341;183875;524159;524159;58.0;0.0;0.0
11:28:03.218851;221;134989;120724;128216;182731;524159;524159;58.0;0.0;0.0
11:28:03.225777;222;134234;120667;128188;181859;524159;524159;58.0;0.0;0.0
11:28:03.398675;223;133865;120675;128196;181370;524159;524159;58.0;0.0;0.0
11:28:03.406681;224;133767;120695;128209;181174;524159;524159;58.0;0.0;0.0
11:28:03.413682;225;133857;120742;128231;181214;524159;524159;58.0;0.0;0.0
11:28:03.420677;226;133877;120742;128226;181197;524159;524159;58.0;0.0;0.0
11:28:03.428150;227;133744;120699;128195;181035;524159;524159;58.0;0.0;0.0
11:28:03.598625;228;133607;120686;128182;180850;524159;524159;58.0;0.0;0.0
11:28:03.606620;229;133610;120699;128194;180793;524159;524159;58.0;0.0;0.0
11:28:03.614621;230;133762;120732;128212;180894;524159;524159;58.0;0.0;0.0
11:28:03.620613;231;133992;120781;128242;181118;524159;524159;58.0;0.0;0.0
11:28:03.627674;232;134264;120823;128264;181397;524159;524159;58.0;0.0;0.0
11:28:03.799172;233;134536;120860;128289;181699;524159;524159;58.0;0.0;0.0
11:28:03.807165;234;134811;120883;128304;182008;524159;524159;58.0;0.0;0.0
11:28:03.814160;235;135062;120915;128317;182292;524159;524159;58.0;0.0;0.0
11:28:03.821179;236;135307;120937;128330;182584;524159;524159;57.0;0.0;0.0
11:28:03.828671;237;135554;120969;128346;182889;524159;524159;57.0;0.0;0.0
11:28:03.998856;238;135835;121011;128367;183230;524159;524159;57.0;0.0;0.0
11:28:04.005852;239;136146;121055;128397;183602;524159;524159;57.0;0.0;0.0
11:28:04.012855;240;136484;121104;128428;184000;524159;524159;57.0;0.0;0.0
11:28:04.019856;241;136815;121146;128457;184397;524159;524159;57.0;0.0;0.0
11:28:04.025856;242;137149;121204;128493;184823;524159;524159;57.0;0.0;0.0
11:28:04.201114;243;137485;121242;128513;185244;524159;524159;57.0;0.0;0.0
11:28:04.206111;244;137766;121250;128527;185610;524159;524159;57.0;0.0;0.0
11:28:04.213106;245;137358;121051;128368;185258;524159;524159;57.0;0.0;0.0
11:28:04.219876;246;136190;120773;128176;184015;524159;524159;57.0;0.0;0.0
11:28:04.227677;247;135028;120628;128086;182674;524159;524159;57.0;0.0;0.0
11:28:04.407132;248;134258;120574;128064;181705;524159;524159;57.0;0.0;0.0
11:28:04.422123;249;133807;120564;128056;181059;524159;524159;57.0;0.0;0.0
11:28:04.432118;250;133593;120574;128053;180675;524159;524159;57.0;0.0;0.0
11:28:04.438113;251;133542;120581;128066;180468;524159;524159;57.0;0.0;0.0
11:28:04.441110;252;133418;120567;128052;180222;524159;524159;57.0;0.0;0.0
11:28:04.599668;253;133219;120537;128026;179880;524159;524159;57.0;0.0;0.0
11:28:04.606667;254;133041;120506;128007;179589;524159;524159;57.0;0.0;0.0
11:28:04.613664;255;133009;120517;128016;179446;524159;524159;57.0;0.0;0.0
11:28:04.621669;256;133115;120552;128042;179468;524159;524159;57.0;865.1;0.0
11:28:04.628673;257;133339;120592;128061;179630;524159;524159;57.0;0.0;0.0
11:28:04.799139;258;133576;120622;128081;179819;524159;524159;57.0;0.0;0.0
11:28:04.806133;259;133826;120637;128100;180042;524159;524159;57.0;0.0;0.0
11:28:04.813696;260;134039;120664;128112;180246;524159;524159;57.0;0.0;0.0
11:28:04.820670;261;134242;120684;128110;180466;524159;524159;57.0;0.0;0.0
11:28:04.827771;262;134439;120709;128122;180691;524159;524159;57.0;0.0;0.0
11:28:04.999847;263;134662;120745;128149;180952;524159;524159;57.0;0.0;0.0
11:28:05.006664;264;134924;120780;128176;181247;524159;524159;57.0;0.0;0.0
11:28:05.013660;265;135211;120831;128207;181586;524159;524159;57.0;0.0;0.0
11:28:05.020771;266;135511;120880;128238;181931;524159;524159;57.0;0.0;0.0
11:28:05.027848;267;135829;120931;128279;182303;524159;524159;57.0;0.0;0.0
11:28:05.199694;268;136138;120973;128310;182677;524159;524159;57.0;0.0;0.0
11:28:05.206690;269;136463;121028;128340;183067;524159;524159;57.0;0.0;0.0
11:28:05.213685;270;136572;120982;128310;183250;524159;524159;57.0;0.0;0.0
11:28:05.220680;271;135856;120735;128133;182493;524159;524159;57.0;0.0;0.0
11:28:05.227677;272;134687;120519;127997;181143;524159;524159;57.0;0.0;0.0
11:28:05.401676;273;133747;120436;127947;179992;524159;524159;57.0;0.0;0.0
11:28:05.408669;274;133196;120411;127942;179242;524159;524159;57.0;0.0;0.0
11:28:05.415665;275;132917;120411;127948;178782;524159;524159;57.0;0.0;0.0
11:28:05.422669;276;132880;120447;127961;178605;524159;524159;57.0;0.0;0.0
11:28:05.429667;277;132845;120447;127968;178462;524159;524159;57.0;0.0;0.0
11:28:05.600665;278;132705;120414;127939;178213;524159;524159;57.0;853.4;0.0
11:28:05.615661;279;132508;120379;127914;177916;524159;524159;57.0;0.0;0.0
11:28:05.629653;280;132412;120380;127909;177730;524159;524159;57.0;0.0;0.0
11:28:05.636643;281;132475;120410;127934;177717;524159;524159;57.0;0.0;0.0
11:28:05.641638;282;132628;120441;127961;177822;524159;524159;57.0;0.0;0.0
11:28:05.801617;283;132860;120486;127982;178043;524159;524159;57.0;0.0;0.0
11:28:05.811610;284;133103;120519;128000;178289;524159;524159;57.0;0.0;0.0
11:28:05.820604;285;133342;120548;128027;178549;524159;524159;57.0;0.0;0.0
11:28:05.824601;286;133573;120563;128028;178808;524159;524159;57.0;0.0;0.0
11:28:05.829598;287;133778;120589;128044;179065;524159;524159;57.0;0.0;0.0
11:28:06.001455;288;134008;120619;128066;179342;524159;524159;57.0;0.0;0.0
11:28:06.008245;289;134278;120660;128101;179669;524159;524159;57.0;0.0;0.0
11:28:06.015007;290;134560;120709;128121;180021;524159;524159;57.0;0.0;0.0
11:28:06.021847;291;134869;120754;128147;180420;524159;524159;57.0;0.0;0.0
11:28:06.029395;292;135189;120785;128173;180835;524159;524159;57.0;0.0;0.0
11:28:06.200844;293;135520;120830;128197;181271;524159;524159;57.0;0.0;0.0
11:28:06.208243;294;135855;120891;128232;181700;524159;524159;57.0;0.0;0.0
11:28:06.215248;295;136197;120936;128260;182134;524159;524159;57.0;0.0;0.0
11:28:06.221816;296;136540;120991;128297;182569;524159;524159;57.0;0.0;0.0
11:28:06.229765;297;136588;120913;128236;182706;524159;524159;57.0;0.0;0.0
11:28:06.401670;298;135873;120671;128065;181907;524159;524159;57.0;0.0;0.0
11:28:06.408667;299;134869;120488;127950;180691;524159;524159;57.0;0.0;0.0
11:28:06.417179;300;134154;120420;127926;179770;524159;524159;57.0;0.0;0.0
11:28:06.423171;301;133803;120425;127929;179271;524159;524159;57.0;0.0;0.0
11:28:06.430843;302;133690;120433;127939;179039;524159;524159;57.0;0.0;0.0
11:28:06.601153;303;133759;120471;127963;179028;524159;524159;57.0;0.0;0.0
11:28:06.617144;304;133791;120473;127963;179007;524159;524159;57.0;1026.9;0.0
11:28:06.630134;305;133660;120437;127929;178826;524159;524159;57.0;0.0;0.0
11:28:06.633133;306;133523;120408;127915;178620;524159;524159;57.0;0.0;0.0
