timestmp;smpleCnt;grnCnt;led2;led3;grn2Cnt;irCnt;redCnt;accelX;accelY;accelZ;hr3;rr5;rrsecure;spo2
08:32:21.598017;0;140216;31858;26006;135414;106604;106644;-0.508;-0.361;0.778;60.0;0.0;0;0.0
08:32:21.603218;1;228948;31851;26006;172908;237303;237357;-0.509;-0.366;0.778;60.0;0.0;0;0.0
08:32:21.607381;2;196408;31852;26005;146602;368448;368520;-0.508;-0.365;0.779;60.0;0.0;0;0.0
08:32:21.610378;3;182914;31849;26009;136492;493640;493692;-0.508;-0.368;0.778;60.0;0.0;0;0.0
08:32:21.613376;4;176145;31853;26009;131380;524159;524159;-0.508;-0.368;0.778;60.0;0.0;0;0.0
08:32:21.618370;5;169638;31858;26003;126463;524159;524159;-0.508;-0.365;0.781;60.0;0.0;0;0.0
08:32:21.621374;6;169674;31853;26001;126466;524159;524159;-0.508;-0.365;0.780;60.0;0.0;0;0.0
08:32:21.624369;7;169700;31856;26006;126472;524159;524159;-0.508;-0.364;0.780;60.0;0.0;0;0.0
08:32:21.627366;8;169737;31857;26001;126486;524159;524159;-0.508;-0.360;0.782;60.0;0.0;0;0.0
08:32:21.629365;9;169768;31861;26003;126493;524159;524159;-0.507;-0.364;0.780;60.0;0.0;0;0.0
08:32:21.632363;10;169790;31863;25999;126491;524159;524159;-0.508;-0.367;0.778;60.0;0.0;0;0.0
08:32:21.634362;11;169828;31867;25995;126504;524159;524159;-0.508;-0.366;0.778;60.0;0.0;0;0.0
08:32:21.637555;12;169841;62156;51357;126496;524159;524159;-0.508;-0.364;0.781;60.0;0.0;0;0.0
08:32:21.641565;13;169862;63757;51349;126501;524159;524159;-0.508;-0.369;0.781;60.0;0.0;0;0.0
08:32:21.644550;14;169868;63734;51340;126495;524159;524159;-0.508;-0.369;0.778;60.0;0.0;0;0.0
08:32:21.648548;15;169890;63699;51316;126468;524159;524159;-0.507;-0.362;0.781;60.0;0.0;0;0.0
08:32:21.650547;16;169907;63669;51303;126439;524159;524159;-0.508;-0.366;0.777;60.0;0.0;0;0.0
08:32:21.653545;17;169932;63671;51308;126426;524159;524159;-0.508;-0.371;0.777;60.0;0.0;0;0.0
08:32:21.755462;18;169962;63669;51304;126426;524159;524159;-0.507;-0.365;0.780;60.0;0.0;0;0.0
08:32:21.775452;19;169980;63664;51296;126415;524159;524159;-0.507;-0.360;0.781;60.0;0.0;0;0.0
08:32:21.785452;20;169992;63661;51294;126400;524159;524159;-0.508;-0.364;0.778;60.0;0.0;0;0.0
08:32:21.795451;21;170010;63657;51290;126394;524159;524159;-0.507;-0.368;0.780;60.0;0.0;0;0.0
08:32:21.795451;22;170034;63643;51282;126389;524159;524159;-0.507;-0.360;0.784;60.0;0.0;0;0.0
08:32:21.955433;23;170053;63646;51280;126383;524159;524159;-0.508;-0.365;0.777;60.0;0.0;0;0.0
08:32:21.965431;24;170055;116063;98342;126365;524159;524159;-0.508;-0.367;0.780;60.0;0.0;0;0.0
08:32:21.975432;25;170071;125339;100989;126354;524159;524159;-0.507;-0.365;0.777;60.0;0.0;0;0.0
08:32:21.985430;26;170092;125304;100986;126349;524159;524159;-0.508;-0.366;0.779;60.0;0.0;0;0.0
08:32:21.995430;27;170110;125276;100981;126342;524159;524159;-0.507;-0.365;0.781;60.0;0.0;0;0.0
08:32:22.161049;28;170133;125257;100976;126336;524159;524159;-0.507;-0.366;0.781;60.0;0.0;0;0.0
08:32:22.161049;29;170154;125235;100977;126335;524159;524159;-0.508;-0.365;0.779;60.0;0.0;0;0.0
08:32:22.178280;30;170172;125225;100969;126333;524159;524159;-0.507;-0.361;0.780;60.0;0.0;0;0.0
08:32:22.187273;31;170203;125217;100956;126342;524159;524159;-0.508;-0.364;0.783;60.0;0.0;0;0.0
08:32:22.192329;32;170224;125203;100961;126345;524159;524159;-0.507;-0.364;0.779;60.0;0.0;0;0.0
08:32:22.362313;33;170239;125201;100958;126345;524159;524159;-0.507;-0.362;0.779;60.0;0.0;0;0.0
08:32:22.362313;34;170266;125204;100952;126339;524159;524159;-0.507;-0.363;0.779;60.0;0.0;0;0.0
08:32:22.372311;35;170289;125200;100948;126348;524159;524159;-0.507;-0.367;0.782;60.0;0.0;0;0.0
08:32:22.382311;36;170300;128516;103671;126343;524159;524159;-0.507;-0.371;0.779;60.0;0.0;0;0.0
08:32:22.392308;37;170327;128455;103653;126340;524159;524159;-0.507;-0.367;0.782;60.0;0.0;0;0.0
08:32:22.552303;38;170341;128378;103611;126313;524159;524159;-0.507;-0.360;0.781;60.0;0.0;0;0.0
08:32:22.562291;39;170357;128358;103599;126293;524159;524159;-0.507;-0.365;0.776;60.0;0.0;0;0.0
08:32:22.572291;40;170366;128360;103601;126288;524159;524159;-0.507;-0.369;0.784;60.0;0.0;0;0.0
08:32:22.582291;41;170388;128350;103593;126290;524159;524159;-0.506;-0.362;0.784;60.0;0.0;0;0.0
08:32:22.592289;42;170402;128343;103583;126283;524159;524159;-0.507;-0.363;0.779;60.0;0.0;0;0.0
08:32:22.762270;43;170389;128347;103586;126261;524159;524159;-0.507;-0.369;0.777;60.0;0.0;0;0.0
08:32:22.772270;44;170376;128338;103570;126238;524159;524159;-0.507;-0.369;0.782;60.0;0.0;0;0.0
08:32:22.772270;45;170368;128313;103559;126227;524159;524159;-0.507;-0.365;0.778;60.0;0.0;0;0.0
08:32:22.782270;46;170360;128320;103557;126215;524159;524159;-0.507;-0.368;0.777;60.0;0.0;0;0.0
08:32:22.782270;47;170345;128312;103549;126206;524159;524159;-0.507;-0.369;0.776;60.0;0.0;0;0.0
08:32:22.962250;48;170333;128313;103547;126201;524159;524159;-0.507;-0.366;0.777;60.0;0.0;0;0.0
08:32:22.962250;49;170312;128323;103542;126187;524159;524159;-0.507;-0.371;0.778;60.0;0.0;0;0.0
08:32:22.972250;50;170297;128334;103550;126183;524159;524159;-0.508;-0.370;0.777;60.0;0.0;0;0.0
08:32:22.982247;51;170287;128336;103545;126180;524159;524159;-0.507;-0.369;0.777;60.0;0.0;0;0.0
08:32:22.982247;52;170261;128339;103541;126166;524159;524159;-0.508;-0.368;0.777;60.0;0.0;0;0.0
08:32:23.162228;53;170233;128354;103543;126158;524159;524159;-0.508;-0.374;0.778;60.0;0.0;0;0.0
08:32:23.162228;54;170191;128361;103549;126149;524159;524159;-0.508;-0.373;0.775;60.0;0.0;0;0.0
08:32:23.172229;55;170158;128370;103553;126148;524159;524159;-0.508;-0.376;0.774;60.0;0.0;0;0.0
08:32:23.182227;56;170123;128388;103565;126146;524159;524159;-0.508;-0.375;0.772;60.0;0.0;0;0.0
08:32:23.182227;57;170092;128409;103574;126146;524159;524159;-0.507;-0.375;0.775;60.0;0.0;0;0.0
08:32:23.362209;58;170072;128421;103574;126144;524159;524159;-0.508;-0.377;0.776;60.0;0.0;0;0.0
08:32:23.362209;59;170021;128432;103576;126129;524159;524159;-0.508;-0.379;0.775;60.0;0.0;0;0.0
08:32:23.382208;60;169973;128368;103547;126103;524159;524159;-0.507;-0.373;0.775;60.0;0.0;0;0.0
08:32:23.382208;61;169933;128334;103541;126084;524159;524159;-0.507;-0.376;0.770;60.0;0.0;0;0.0
08:32:23.392203;62;169887;128350;103553;126067;524159;524159;-0.509;-0.380;0.773;60.0;0.0;0;0.0
08:32:23.562185;63;169840;128365;103560;126064;524159;524159;-0.507;-0.376;0.775;60.0;0.0;0;0.0
08:32:23.562185;64;169826;128373;103561;126077;524159;524159;-0.507;-0.374;0.774;60.0;0.0;0;0.0
08:32:23.572186;65;169775;128387;103577;126064;524159;524159;-0.508;-0.376;0.770;60.0;0.0;0;0.0
08:32:23.582187;66;169723;128399;103583;126058;524159;524159;-0.508;-0.382;0.773;60.0;0.0;0;0.0
08:32:23.592190;67;169680;128390;103584;126052;524159;524159;-0.508;-0.377;0.773;60.0;0.0;0;0.0
08:32:23.762167;68;169632;128404;103583;126048;524159;524159;-0.508;-0.379;0.770;60.0;0.0;0;0.0
08:32:23.762167;69;169588;128420;103595;126053;524159;524159;-0.509;-0.379;0.772;60.0;0.0;0;0.0
08:32:23.782168;70;169551;128450;103613;126070;524159;524159;-0.508;-0.379;0.770;60.0;0.0;0;0.0
08:32:23.792166;71;169515;128459;103630;126072;524159;524159;-0.508;-0.381;0.771;60.0;0.0;0;0.0
08:32:23.792166;72;169485;128490;103647;126086;524159;524159;-0.508;-0.381;0.771;60.0;0.0;0;0.0
08:32:23.962145;73;169451;128516;103660;126102;524159;524159;-0.508;-0.380;0.772;60.0;0.0;0;0.0
08:32:23.962145;74;169421;128531;103677;126113;524159;524159;-0.509;-0.381;0.770;60.0;0.0;0;0.0
08:32:23.972145;75;169387;128546;103698;126125;524159;524159;-0.508;-0.381;0.770;60.0;0.0;0;0.0
08:32:23.982143;76;169361;128558;103708;126148;524159;524159;-0.508;-0.382;0.775;60.0;0.0;0;0.0
08:32:23.982143;77;169317;128570;103717;126160;524159;524159;-0.509;-0.383;0.770;60.0;0.0;0;0.0
08:32:24.162079;78;169281;128558;103715;126173;524159;524159;-0.509;-0.384;0.767;60.0;0.0;0;0.0
08:32:24.162079;79;169245;128524;103704;126179;524159;524159;-0.508;-0.384;0.766;60.0;0.0;0;0.0
08:32:24.172079;80;169205;128523;103722;126201;524159;524159;-0.509;-0.385;0.767;60.0;0.0;0;0.0
08:32:24.182078;81;169196;128544;103746;126234;524159;524159;-0.509;-0.385;0.767;60.0;0.0;0;0.0
08:32:24.182078;82;169211;128567;103760;126270;524159;524159;-0.508;-0.383;0.769;60.0;0.0;0;0.0
08:32:24.362058;83;169206;128581;103773;126286;524159;524159;-0.508;-0.384;0.768;60.0;0.0;0;0.0
08:32:24.362058;84;169212;128607;103794;126306;524159;524159;-0.509;-0.383;0.768;60.0;0.0;0;0.0
08:32:24.372059;85;169220;128609;103806;126309;524159;524159;-0.509;-0.384;0.767;60.0;0.0;0;0.0
08:32:24.382057;86;169228;128618;103824;126314;524159;524159;-0.510;-0.384;0.764;60.0;0.0;0;0.0
08:32:24.382057;87;169235;128647;103848;126312;524159;524159;-0.510;-0.386;0.764;60.0;0.0;0;0.0
08:32:24.562037;88;169253;128683;103867;126325;524159;524159;-0.510;-0.388;0.764;60.0;0.0;0;0.0
08:32:24.562037;89;169264;128698;103885;126330;524159;524159;-0.510;-0.389;0.764;59.0;0.0;0;0.0
08:32:24.572038;90;169261;128723;103915;126328;524159;524159;-0.511;-0.387;0.759;59.0;0.0;0;0.0
08:32:24.582039;91;169260;128752;103940;126333;524159;524159;-0.510;-0.388;0.758;59.0;0.0;0;0.0
08:32:24.582039;92;169287;128790;103971;126359;524159;524159;-0.509;-0.391;0.762;59.0;0.0;0;0.0
08:32:24.762016;93;169306;128825;103995;126386;524159;524159;-0.510;-0.390;0.765;59.0;0.0;0;0.0
08:32:24.762016;94;169326;128821;104016;126394;524159;524159;-0.510;-0.389;0.762;59.0;0.0;0;0.0
08:32:24.772016;95;169332;128798;104012;126382;524159;524159;-0.510;-0.392;0.759;59.0;0.0;0;0.0
08:32:24.782015;96;169322;128783;104020;126360;524159;524159;-0.513;-0.391;0.759;59.0;0.0;0;0.0
08:32:24.782015;97;169313;128816;104051;126362;524159;524159;-0.516;-0.392;0.754;59.0;0.0;0;0.0
08:32:24.961996;98;169357;128856;104098;126402;524159;524159;-0.515;-0.392;0.758;59.0;0.0;0;0.0
08:32:24.961996;99;169401;128869;104114;126424;524159;524159;-0.512;-0.390;0.759;59.0;0.0;0;0.0
08:32:24.971997;100;169434;128898;104133;126441;524159;524159;-0.512;-0.391;0.756;59.0;0.0;0;0.0
08:32:24.981997;101;169447;128915;104152;126432;524159;524159;-0.513;-0.395;0.758;59.0;0.0;0;0.0
08:32:24.991994;102;169465;128934;104178;126427;524159;524159;-0.512;-0.394;0.756;59.0;800.7;25;0.0
08:32:25.161979;103;169472;128943;104201;126427;524159;524159;-0.514;-0.395;0.756;59.0;0.0;0;0.0
08:32:25.161979;104;169498;128983;104230;126441;524159;524159;-0.518;-0.396;0.755;59.0;0.0;0;0.0
08:32:25.171977;105;169531;129011;104250;126450;524159;524159;-0.519;-0.397;0.754;59.0;0.0;0;0.0
08:32:25.181975;106;169585;129015;104259;126469;524159;524159;-0.518;-0.394;0.754;59.0;0.0;0;0.0
08:32:25.181975;107;169624;129034;104271;126473;524159;524159;-0.519;-0.394;0.750;59.0;0.0;0;0.0
08:32:25.361954;108;169636;129053;104279;126476;524159;524159;-0.523;-0.396;0.751;59.0;0.0;0;0.0
08:32:25.361954;109;169673;129065;104305;126493;524159;524159;-0.521;-0.399;0.756;59.0;0.0;0;0.0
08:32:25.381958;110;169727;129047;104286;126511;524159;524159;-0.518;-0.396;0.751;59.0;0.0;0;0.0
08:32:25.391952;111;169760;128995;104269;126504;524159;524159;-0.517;-0.398;0.750;59.0;0.0;0;0.0
08:32:25.391952;112;169793;128955;104248;126507;524159;524159;-0.522;-0.395;0.750;59.0;0.0;0;0.0
08:32:25.561933;113;169848;128965;104255;126540;524159;524159;-0.521;-0.397;0.750;59.0;0.0;0;0.0
08:32:25.561933;114;169898;128976;104270;126557;524159;524159;-0.522;-0.396;0.754;59.0;0.0;0;0.0
08:32:25.571933;115;169945;128982;104264;126577;524159;524159;-0.520;-0.395;0.752;59.0;0.0;0;0.0
08:32:25.581934;116;169977;129001;104277;126593;524159;524159;-0.528;-0.395;0.749;59.0;0.0;0;0.0
08:32:25.591935;117;170095;129010;104286;126655;524159;524159;-0.511;-0.400;0.756;59.0;0.0;0;0.0
08:32:25.761912;118;170262;129008;104273;126719;524159;524159;-0.511;-0.393;0.756;59.0;0.0;0;0.0
08:32:25.771913;119;170358;129007;104271;126724;524159;524159;-0.520;-0.393;0.752;59.0;0.0;0;0.0
08:32:25.771913;120;170377;129042;104277;126712;524159;524159;-0.520;-0.397;0.754;59.0;0.0;0;0.0
08:32:25.781911;121;170385;129062;104282;126709;524159;524159;-0.516;-0.395;0.756;59.0;0.0;0;0.0
08:32:25.781911;122;170405;129085;104287;126713;524159;524159;-0.516;-0.395;0.753;59.0;0.0;0;0.0
08:32:25.961898;123;170408;129101;104297;126699;524159;524159;-0.519;-0.395;0.752;59.0;0.0;0;0.0
08:32:25.971896;124;170403;129121;104309;126708;524159;524159;-0.512;-0.395;0.757;59.0;0.0;0;0.0
08:32:25.981894;125;170403;129133;104319;126730;524159;524159;-0.511;-0.396;0.760;59.0;0.0;0;0.0
08:32:25.981894;126;170380;129097;104299;126730;524159;524159;-0.510;-0.395;0.756;59.0;0.0;0;0.0
08:32:25.991894;127;170352;129057;104286;126739;524159;524159;-0.510;-0.396;0.757;59.0;0.0;0;0.0
08:32:26.162254;128;170343;129059;104282;126757;524159;524159;-0.510;-0.395;0.757;59.0;0.0;0;0.0
08:32:26.162254;129;170319;129076;104291;126782;524159;524159;-0.511;-0.397;0.760;59.0;0.0;0;0.0
08:32:26.182253;130;170300;129089;104298;126817;524159;524159;-0.510;-0.396;0.762;59.0;0.0;0;0.0
08:32:26.192257;131;170264;129087;104296;126839;524159;524159;-0.510;-0.394;0.757;59.0;0.0;0;0.0
08:32:26.202256;132;170238;129099;104298;126882;524159;524159;-0.510;-0.395;0.760;59.0;0.0;0;0.0
08:32:26.362233;133;170218;129103;104298;126928;524159;524159;-0.510;-0.393;0.761;59.0;0.0;0;0.0
08:32:26.362233;134;170223;129089;104293;126979;524159;524159;-0.509;-0.392;0.760;59.0;0.0;0;0.0
08:32:26.372232;135;170220;129096;104286;127025;524159;524159;-0.510;-0.391;0.760;59.0;0.0;0;0.0
08:32:26.382233;136;170231;129107;104287;127073;524159;524159;-0.510;-0.389;0.761;59.0;0.0;0;0.0
08:32:26.392231;137;170252;129113;104277;127136;524159;524159;-0.508;-0.390;0.763;59.0;0.0;0;0.0
08:32:26.562213;138;170227;129119;104280;127165;524159;524159;-0.508;-0.391;0.765;59.0;0.0;0;0.0
08:32:26.562213;139;170216;129136;104287;127214;524159;524159;-0.509;-0.390;0.764;59.0;0.0;0;0.0
08:32:26.572217;140;170210;129139;104277;127263;524159;524159;-0.508;-0.391;0.766;59.0;0.0;0;0.0
08:32:26.582212;141;170227;129122;104264;127318;524159;524159;-0.507;-0.389;0.772;59.0;0.0;0;0.0
08:32:26.592210;142;170237;129059;104227;127344;524159;524159;-0.508;-0.389;0.764;59.0;0.0;0;0.0
08:32:26.762192;143;170234;128986;104178;127357;524159;524159;-0.507;-0.389;0.764;59.0;0.0;0;0.0
08:32:26.762192;144;170207;128951;104163;127362;524159;524159;-0.508;-0.390;0.767;59.0;0.0;0;0.0
08:32:26.782191;145;170199;128941;104147;127383;524159;524159;-0.509;-0.390;0.765;59.0;0.0;0;0.0
08:32:26.792191;146;170192;128922;104120;127406;524159;524159;-0.508;-0.388;0.768;59.0;0.0;0;0.0
08:32:26.792191;147;170193;128893;104097;127429;524159;524159;-0.507;-0.385;0.769;59.0;0.0;0;0.0
08:32:26.962171;148;170214;128878;104073;127474;524159;524159;-0.507;-0.386;0.770;59.0;0.0;0;0.0
08:32:26.962171;149;170203;128854;104052;127494;524159;524159;-0.506;-0.385;0.772;59.0;0.0;0;0.0
08:32:26.972171;150;170199;128825;104036;127520;524159;524159;-0.506;-0.384;0.774;59.0;0.0;0;0.0
08:32:26.982176;151;170191;128817;104013;127530;524159;524159;-0.507;-0.386;0.768;59.0;2060.4;10;0.0
08:32:26.992169;152;170194;128813;104002;127557;524159;524159;-0.508;-0.386;0.768;59.0;0.0;0;0.0
08:32:27.162151;153;170182;128806;103986;127567;524159;524159;-0.507;-0.386;0.770;59.0;0.0;0;0.0
08:32:27.162151;154;170182;128795;103969;127583;524159;524159;-0.507;-0.386;0.769;59.0;0.0;0;0.0
08:32:27.172150;155;170188;128795;103957;127609;524159;524159;-0.507;-0.385;0.772;59.0;0.0;0;0.0
08:32:27.182149;156;170181;128777;103931;127629;524159;524159;-0.507;-0.385;0.772;59.0;0.0;0;0.0
08:32:27.192149;157;170172;128770;103920;127654;524159;524159;-0.506;-0.385;0.772;59.0;0.0;0;0.0
08:32:27.362130;158;170173;128755;103904;127677;524159;524159;-0.506;-0.384;0.773;59.0;0.0;0;0.0
08:32:27.362130;159;170178;128752;103873;127700;524159;524159;-0.506;-0.383;0.772;59.0;0.0;0;0.0
08:32:27.372130;160;170185;128733;103857;127718;524159;524159;-0.506;-0.384;0.773;59.0;0.0;0;0.0
08:32:27.382132;161;170196;128732;103845;127742;524159;524159;-0.506;-0.384;0.774;59.0;0.0;0;0.0
08:32:27.392127;162;170210;128726;103827;127762;524159;524159;-0.506;-0.381;0.773;59.0;0.0;0;0.0
08:32:27.562109;163;170223;128720;103813;127790;524159;524159;-0.506;-0.383;0.774;59.0;0.0;0;0.0
08:32:27.562109;164;170233;128727;103803;127813;524159;524159;-0.506;-0.383;0.775;59.0;0.0;0;0.0
08:32:27.572108;165;170237;128723;103792;127839;524159;524159;-0.506;-0.383;0.774;59.0;0.0;0;0.0
08:32:27.582111;166;170249;128717;103774;127857;524159;524159;-0.506;-0.384;0.774;59.0;0.0;0;0.0
08:32:27.592106;167;170248;128714;103762;127879;524159;524159;-0.506;-0.384;0.771;59.0;0.0;0;0.0
08:32:27.762087;168;170250;128717;103747;127894;524159;524159;-0.506;-0.382;0.772;59.0;0.0;0;0.0
08:32:27.762087;169;170266;128715;103734;127914;524159;524159;-0.506;-0.381;0.777;59.0;0.0;0;0.0
08:32:27.772087;170;170258;128684;103707;127913;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:27.782087;171;170256;128590;103649;127898;524159;524159;-0.506;-0.381;0.773;59.0;0.0;0;0.0
08:32:27.792086;172;170239;128513;103611;127861;524159;524159;-0.506;-0.380;0.775;59.0;0.0;0;0.0
08:32:27.962068;173;170228;128494;103595;127847;524159;524159;-0.507;-0.383;0.772;59.0;0.0;0;0.0
08:32:27.972067;174;170210;128493;103580;127838;524159;524159;-0.506;-0.384;0.774;59.0;0.0;0;0.0
08:32:27.972067;175;170198;128475;103561;127837;524159;524159;-0.506;-0.380;0.779;59.0;0.0;0;0.0
08:32:27.982066;176;170192;128464;103544;127832;524159;524159;-0.505;-0.379;0.779;59.0;0.0;0;0.0
08:32:27.992065;177;170162;128452;103535;127812;524159;524159;-0.506;-0.382;0.774;59.0;0.0;0;0.0
08:32:28.161980;178;170137;128446;103525;127800;524159;524159;-0.505;-0.383;0.777;59.0;0.0;0;0.0
08:32:28.161980;179;170106;128436;103503;127792;524159;524159;-0.505;-0.379;0.778;59.0;0.0;0;0.0
08:32:28.171980;180;170085;128433;103489;127782;524159;524159;-0.505;-0.382;0.772;59.0;0.0;0;0.0
08:32:28.181979;181;170044;128436;103487;127766;524159;524159;-0.506;-0.381;0.774;59.0;0.0;0;0.0
08:32:28.191977;182;170022;128439;103478;127754;524159;524159;-0.506;-0.380;0.776;59.0;0.0;0;0.0
08:32:28.362206;183;169997;128444;103471;127753;524159;524159;-0.506;-0.381;0.778;59.0;1153.8;50;0.0
08:32:28.372205;184;169961;128448;103467;127737;524159;524159;-0.505;-0.382;0.775;59.0;0.0;0;0.0
08:32:28.372205;185;169927;128445;103455;127728;524159;524159;-0.506;-0.381;0.775;59.0;0.0;0;0.0
08:32:28.382204;186;169910;128448;103447;127725;524159;524159;-0.506;-0.381;0.773;59.0;0.0;0;0.0
08:32:28.392204;187;169882;128452;103441;127711;524159;524159;-0.505;-0.380;0.774;59.0;0.0;0;0.0
08:32:28.562186;188;169860;128455;103433;127710;524159;524159;-0.506;-0.379;0.777;59.0;0.0;0;0.0
08:32:28.572184;189;169832;128463;103428;127707;524159;524159;-0.506;-0.381;0.775;59.0;0.0;0;0.0
08:32:28.572184;190;169798;128468;103423;127691;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:28.582183;191;169785;128479;103422;127687;524159;524159;-0.506;-0.382;0.774;59.0;0.0;0;0.0
08:32:28.592182;192;169762;128486;103418;127672;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:28.762170;193;169735;128498;103412;127654;524159;524159;-0.506;-0.379;0.776;59.0;0.0;0;0.0
08:32:28.772169;194;169715;128507;103410;127646;524159;524159;-0.507;-0.382;0.775;59.0;0.0;0;0.0
08:32:28.782168;195;169696;128513;103399;127631;524159;524159;-0.506;-0.380;0.777;59.0;0.0;0;0.0
08:32:28.782168;196;169681;128512;103403;127626;524159;524159;-0.505;-0.381;0.779;59.0;0.0;0;0.0
08:32:28.792162;197;169638;128508;103389;127597;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:28.962144;198;169618;128438;103344;127563;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:28.972143;199;169590;128361;103301;127527;524159;524159;-0.505;-0.378;0.778;59.0;0.0;0;0.0
08:32:28.972143;200;169545;128347;103292;127489;524159;524159;-0.506;-0.384;0.773;59.0;0.0;0;0.0
08:32:28.982143;201;169516;128364;103286;127476;524159;524159;-0.506;-0.383;0.776;59.0;0.0;0;0.0
08:32:28.992145;202;169498;128350;103283;127468;524159;524159;-0.505;-0.378;0.781;59.0;0.0;0;0.0
08:32:29.162129;203;169469;128344;103275;127446;524159;524159;-0.506;-0.379;0.775;59.0;0.0;0;0.0
08:32:29.182127;204;169425;128351;103268;127419;524159;524159;-0.505;-0.384;0.776;59.0;0.0;0;0.0
08:32:29.192127;205;169394;128346;103255;127402;524159;524159;-0.505;-0.382;0.780;59.0;0.0;0;0.0
08:32:29.202124;206;169369;128335;103239;127388;524159;524159;-0.505;-0.377;0.777;59.0;0.0;0;0.0
08:32:29.202124;207;169336;128335;103238;127371;524159;524159;-0.506;-0.382;0.771;59.0;0.0;0;0.0
08:32:29.362103;208;169291;128346;103230;127346;524159;524159;-0.506;-0.382;0.778;59.0;0.0;0;0.0
08:32:29.372101;209;169272;128353;103227;127330;524159;524159;-0.506;-0.381;0.777;59.0;0.0;0;0.0
08:32:29.372101;210;169249;128359;103220;127316;524159;524159;-0.506;-0.383;0.776;59.0;0.0;0;0.0
08:32:29.382100;211;169224;128364;103219;127307;524159;524159;-0.505;-0.383;0.775;59.0;0.0;0;0.0
08:32:29.392102;212;169196;128368;103215;127295;524159;524159;-0.506;-0.379;0.776;59.0;0.0;0;0.0
08:32:29.562081;213;169171;128373;103208;127279;524159;524159;-0.506;-0.380;0.776;59.0;0.0;0;0.0
08:32:29.572080;214;169147;128382;103197;127270;524159;524159;-0.505;-0.379;0.776;59.0;0.0;0;0.0
08:32:29.572080;215;169121;128375;103189;127266;524159;524159;-0.505;-0.378;0.776;59.0;0.0;0;0.0
08:32:29.582079;216;169108;128387;103188;127262;524159;524159;-0.506;-0.378;0.776;59.0;0.0;0;0.0
08:32:29.592078;217;169094;128399;103183;127257;524159;524159;-0.505;-0.381;0.777;59.0;0.0;0;0.0
08:32:29.762061;218;169072;128410;103179;127243;524159;524159;-0.506;-0.381;0.779;59.0;0.0;0;0.0
08:32:29.772060;219;169045;128416;103174;127232;524159;524159;-0.506;-0.382;0.777;59.0;0.0;0;0.0
08:32:29.772060;220;169031;128427;103175;127227;524159;524159;-0.506;-0.383;0.774;59.0;0.0;0;0.0
08:32:29.782058;221;169022;128429;103167;127227;524159;524159;-0.505;-0.380;0.780;59.0;0.0;0;0.0
08:32:29.792058;222;168991;128448;103164;127216;524159;524159;-0.506;-0.382;0.777;59.0;0.0;0;0.0
08:32:29.962041;223;168964;128412;103144;127197;524159;524159;-0.506;-0.381;0.776;59.0;0.0;0;0.0
08:32:29.972039;224;168945;128330;103088;127171;524159;524159;-0.505;-0.377;0.780;59.0;0.0;0;0.0
08:32:29.972039;225;168923;128293;103073;127147;524159;524159;-0.505;-0.381;0.775;59.0;0.0;0;0.0
08:32:29.982039;226;168895;128297;103070;127143;524159;524159;-0.506;-0.383;0.774;59.0;0.0;0;0.0
08:32:29.992037;227;168878;128300;103062;127125;524159;524159;-0.505;-0.378;0.779;59.0;0.0;0;0.0
08:32:30.162396;228;168870;128297;103057;127120;524159;524159;-0.505;-0.379;0.778;59.0;0.0;0;0.0
08:32:30.172395;229;168830;128313;103059;127098;524159;524159;-0.505;-0.383;0.773;59.0;0.0;0;0.0
08:32:30.172395;230;168807;128299;103046;127089;524159;524159;-0.505;-0.383;0.779;59.0;0.0;0;0.0
08:32:30.182394;231;168795;128292;103034;127086;524159;524159;-0.505;-0.378;0.780;59.0;0.0;0;0.0
08:32:30.192393;232;168769;128293;103024;127076;524159;524159;-0.506;-0.379;0.773;59.0;1922.2;100;0.0
08:32:30.362375;233;168739;128304;103017;127059;524159;524159;-0.505;-0.382;0.774;59.0;0.0;0;0.0
08:32:30.372373;234;168732;128311;103019;127058;524159;524159;-0.505;-0.381;0.775;58.0;0.0;0;0.0
08:32:30.372373;235;168717;128316;103004;127045;524159;524159;-0.506;-0.380;0.775;58.0;0.0;0;0.0
08:32:30.382373;236;168714;128333;103008;127048;524159;524159;-0.505;-0.382;0.778;58.0;0.0;0;0.0
08:32:30.392373;237;168696;128338;103002;127043;524159;524159;-0.506;-0.379;0.777;58.0;0.0;0;0.0
08:32:30.562354;238;168673;128341;103000;127030;524159;524159;-0.505;-0.378;0.776;58.0;0.0;0;0.0
08:32:30.572353;239;168653;128343;103002;127021;524159;524159;-0.506;-0.379;0.777;57.0;0.0;0;0.0
08:32:30.572353;240;168641;128352;102991;127018;524159;524159;-0.506;-0.380;0.775;57.0;0.0;0;0.0
08:32:30.582352;241;168630;128371;102979;127006;524159;524159;-0.506;-0.380;0.779;57.0;0.0;0;0.0
08:32:30.592350;242;168624;128367;102981;127003;524159;524159;-0.506;-0.379;0.777;57.0;0.0;0;0.0
08:32:30.762333;243;168613;128375;102972;126989;524159;524159;-0.506;-0.380;0.775;57.0;0.0;0;0.0
